P:0.04 I:0.01 D:0.15 +C:15 -C:-89,,,,
MET,ALT,PITCH,Q,APO,DOWNRANGE
9.3400015309453,249.835769464262,89.9924815753182,0.0340573730194836,245.991201225668,0.134258785931453
9.36000153422356,250.008988207206,89.9924815753182,0.0355828296324201,246.312053650618,0.164432759508808
9.38000153750181,250.185581317171,89.9922888432784,0.0387374772152445,246.973187562078,0.189870595932007
9.42000154405832,250.548885280266,89.9921053807441,0.0403664045481309,247.312022083439,0.164432759508808
9.46000155061483,250.92568374984,89.9919158537985,0.0437268074133057,248.010991189629,0.164432759508808
9.50000155717134,251.315990155563,89.9918373698493,0.0472264328090081,248.734910501167,0.134258785931453
9.54000156372786,251.719821535982,89.9915986560417,0.0508663392666715,249.484484067187,0.164432759508808
9.58000157028437,252.137126155198,89.9914547195035,0.054643927724985,250.257029264234,0.189870595932007
9.62000157684088,252.567923951894,89.9913041215578,0.0585537878933812,251.056576969102,0.134258785931453
9.66000158339739,253.012254846282,89.9912230947886,0.0626017944621128,251.881826716475,0.134258785931453
9.68000158667564,253.239509414881,89.9910800893059,0.0667875069219071,252.732650260441,0.134258785931453
9.72000159323215,253.704165025614,89.9909464493048,0.0689316008810434,253.167155335657,0.164432759508808
9.76000159978867,254.182330149226,89.9908324446991,0.0733205740089846,254.05484103132,0.134258785931453
9.80000160634518,254.674076072872,89.9907071505169,0.0778493727663254,255.436805476435,0.134258785931453
9.84000161290169,255.179411762394,89.990587836018,0.0825201107531214,255.911092571914,0.164432759508808
9.8800016194582,255.698340737261,89.9904623102449,0.0873310807574506,256.877139653079,0.189870595932007
9.92000162601471,256.230876571499,89.9903962328697,0.0922812048974433,257.868731713854,0.164432759508808
9.94000162929296,256.502226764336,89.9902808920449,0.0973723034355796,258.884224934503,0.189870595932007
9.98000163584948,257.055128447711,89.9901772002417,0.0999698405139751,259.403294230811,0.189870595932007
10.020001642406,257.621654173359,89.9900685084792,0.105270562157635,260.458683327772,0.134258785931453
10.0600016489625,258.201805137098,89.9899636662766,0.110708588308252,262.091969529167,0.189870595932007
10.100001655519,258.795620785095,89.9898539630379,0.116288711298947,262.649909128435,0.134258785931453
10.1400016620755,259.403116513975,89.9897582625315,0.122011158741534,263.784631477669,0.212281779716181
10.180001668632,260.024326025508,89.9896953543193,0.127882029701624,264.946738054045,0.134258785931453
10.2000016719103,260.340058891103,89.9895947427192,0.133896585401067,266.132317976095,0.134258785931453
10.2400016784668,260.981770053506,89.9895170276484,0.136958029781967,266.734139595181,0.189870595932007
10.2800016850233,261.637144807726,89.9894146428955,0.143184581106264,267.958508069627,0.189870595932007
10.3200016915798,262.306231063791,89.9893118460285,0.149552022195707,269.844748531468,0.134258785931453
10.3600016981363,262.989003983326,89.9892022137986,0.156058493723365,270.485972793773,0.212281779716181
10.4000017046928,263.685470396653,89.9891125652646,0.162700614594744,271.788085211068,0.189870595932007
10.4400017112494,264.395646324381,89.9890422275938,0.169482578675359,273.117351095192,0.164432759508808
10.4600017145276,264.755887581035,89.9889142365086,0.176410673223399,274.474508676678,0.189870595932007
10.5000017210841,265.486715919338,89.9887979691943,0.179930469544155,275.162464003079,0.164432759508808
10.5400017276406,266.231282964349,89.9886774189821,0.187075945368119,276.556835788302,0.164432759508808
10.5800017341971,266.989657019265,89.9885596333775,0.194369038742689,278.701171778142,0.189870595932007
10.6200017407537,267.761821061373,89.9884518965869,0.201811217260648,279.429908948019,0.189870595932007
10.6600017473102,268.547788962722,89.9883386199692,0.209403752614544,280.904500242323,0.164432759508808
10.7000017538667,269.347584988922,89.9882944791688,0.217141511344013,282.406832993031,0.164432759508808
10.7200017571449,269.752664284781,89.9881909835037,0.225024829810878,283.935056043789,0.189870595932007
10.7600017637014,270.57319849357,89.9880961170824,0.22902191266586,284.71034683194,0.164432759508808
10.800001770258,271.407591900788,89.9879980231429,0.237124234397292,286.280530530959,0.189870595932007
10.8400017768145,272.255875288509,89.987921321752,0.245377808335528,288.683871738613,0.164432759508808
10.880001783371,273.118023908697,89.9878481494223,0.253779793229884,289.499066667631,0.212281779716181
10.9200017899275,273.994074098766,89.9877827361413,0.262329893684358,291.148221541196,0.164432759508808
10.960001796484,274.88405023329,89.9877539199211,0.271030393554971,292.827692786232,0.189870595932007
10.9800017997622,275.334274346009,89.987692721676,0.279886302841328,294.532632844523,0.164432759508808
11.0200018063188,276.245149550028,89.9876552641506,0.284368892199036,295.393141412176,0.164432759508808
11.0600018128753,277.169903589413,89.9875939416229,0.293440245642019,297.133925400674,0.189870595932007
11.1000018194318,278.108582920395,89.9875658256339,0.302656144873883,299.800377819687,0.189870595932007
11.1400018259883,279.061221822165,89.9875163834542,0.31202062231099,300.7026282195,0.212281779716181
11.1800018325448,280.027829436585,89.9874650397197,0.321530839217116,302.528219538741,0.212281779716181
11.2400018423796,281.503981437534,89.9874561944173,0.336074626801007,305.31715668831,0.212281779716181
11.2800018489361,282.505567876622,89.9874031030173,0.345965900775974,307.209762963466,0.23254303859579
11.3200018554926,283.521157359704,89.9873740999577,0.356006916569356,309.132101095282,0.164432759508808
11.3600018620491,284.550780515186,89.987345885877,0.366203127436871,311.07907976117,0.189870595932007
11.4000018686056,285.594445068389,89.987318568572,0.376548425448503,313.056147075258,0.23254303859579
11.4800018817186,287.72394347284,89.9872726830003,0.397695882440509,317.088313329034,0.212281779716181
11.5200018882751,288.809773576446,89.9872632491372,0.408500818202162,319.144987043925,0.189870595932007
11.5600018948317,289.909685067832,89.9872383536314,0.419450730150961,321.230858770199,0.212281779716181
11.6000019013882,291.023669788614,89.9872479385605,0.430554994390804,323.341537357308,0.212281779716181
11.6400019079447,292.151747326367,89.9872565624891,0.44180434808426,325.483290577307,0.189870595932007
11.6800019145012,293.293918547221,89.9872715688921,0.453203326020651,327.648232407868,0.23254303859579
11.7200019210577,294.450235026889,89.9872854075946,0.476464447388531,332.067744197324,0.23254303859579
11.8000019341707,296.805250030011,89.9872940313393,0.488324856613757,334.317943687551,0.212281779716181
11.8400019407272,298.00402329769,89.9873135805998,0.500344812923652,336.600812936202,0.189870595932007
11.8800019472837,299.216951196082,89.9873196511402,0.512522245613215,338.904778200202,0.23254303859579
11.9200019538403,300.444072008133,89.9873250632114,0.524851202279756,341.241335355677,0.23254303859579
11.9600019603968,301.685364639387,89.9873358708662,0.537336286415682,343.601917818189,0.23254303859579
12.0000019669533,302.940854983404,89.9873723796354,0.549972973195566,345.992197227664,0.23254303859579
12.0400019735098,304.210550542921,89.9873910139413,0.575699532767262,350.85348731745,0.251175189059861
12.1200019866228,306.792589209042,89.9874481703548,0.588790421650152,353.329597148113,0.23254303859579
12.1600019931793,308.104983127676,89.9874763462851,0.602039558455276,355.832043825649,0.23254303859579
12.2000019997358,309.431595977396,89.9874788587765,0.615443114346237,358.358868423849,0.23254303859579
12.2400020062923,310.772472809069,89.9874958190643,0.628997068684388,360.917250504717,0.251175189059861
12.2800020128489,312.127595445141,89.9875172537715,0.64270668414107,363.501928372309,0.212281779716181
12.3200020194054,313.497026138939,89.9875707935537,0.656574718526042,366.117882051505,0.251175189059861
12.3600020259619,314.8807502985,89.9876204889852,0.684776943124383,371.437438949011,0.251175189059861
12.4400020390749,317.691227006726,89.9877381406476,0.699126299106524,374.136276867241,0.23254303859579
12.4800020456314,319.117950509302,89.9878051933858,0.713633048962579,376.865624300204,0.268517571862906
